1,2,2,2,2
2,2,2,2,2
3,3,3,2,2
4,3,3,3,3
5,4,5,3,3
6,4,5,4,4
7,5,5,5,4
8,6,6,5,4
9,6,7,6,5
10,7,7,7,5
11,7,7,7,5
12,7,7,7,5
13,7,7,7,5
14,8,7,7,6
15,8,7,8,6
16,8,7,8,6
17,8,7,9,6
18,9,7,9,6
19,10,7,10,6
20,10,7,10,6
21,10,7,10,6
22,10,7,10,6
23,11,7,10,6
24,11,7,10,6
25,11,7,10,6
26,11,7,10,6
27,11,7,10,6
28,11,7,11,6
29,11,7,12,6
30,12,7,12,7
31,12,7,13,8
32,13,7,13,8
33,14,7,14,8
34,16,7,14,8
35,17,7,14,8
36,18,7,15,8
37,18,7,15,8
38,19,7,15,8
39,20,7,15,8
40,20,7,15,8
41,20,7,15,8
42,20,7,15,8
43,20,7,16,8
44,20,7,16,8
45,20,7,16,8
46,20,7,16,8
47,20,7,16,8
48,21,7,16,8
49,22,7,17,8
50,22,7,17,8
51,22,7,17,8
52,22,7,18,9
53,22,7,18,9
54,22,7,18,9
55,22,7,18,9
56,22,7,18,9
57,22,7,18,9
58,23,7,18,9
59,23,7,18,9
60,23,7,18,9
61,23,7,18,9
62,23,7,18,9
63,23,7,18,9
64,23,7,18,9
65,23,7,18,9
66,23,7,18,9
67,23,7,18,9
68,23,7,18,9
69,23,7,18,9
70,23,7,18,9
71,23,7,18,9
72,23,7,18,9
73,23,7,18,9
74,23,7,18,9
75,23,7,18,9
76,23,7,18,9
